trade_date,long,short,benchmark,ls
20211129,-0.03726931034482758,-0.02655524137931034,-0.0042039999999999985,-0.010714068965517243
20211227,-0.1189156551724138,-0.14884828735632186,-0.13585,0.029932632183908056
20220124,0.07452620454545454,0.03874068181818182,0.063481,0.03578552272727272
20220221,0.579196,0.287336,-0.087261,0.29186000000000006
20220228,-0.047738079545454545,-0.10467222727272728,-0.087261,0.05693414772727273
20220328,-0.16455792045454545,-0.14686398876404494,-0.157763,-0.017693931690500514
20220418,-0.026897999999999995,-0.092463,0.104458,0.06556500000000001
20220425,0.10549789887640448,0.12320291011235955,0.104458,-0.017705011235955068
20220530,0.07685252222222222,0.12256184444444444,0.098228,-0.04570932222222222
20220627,0.04438086666666667,0.04149833333333333,0.018438999999999997,0.0028825333333333397
20220725,-0.016734822222222223,-0.09508865934065934,-0.050486,0.07835383711843712
20220829,-0.05447006593406593,-0.09657385714285714,-0.09497299999999999,0.042103791208791215
20220926,0.01397926086956522,0.15813938043478262,0.029086000000000004,-0.1441601195652174
20221031,-0.003570836956521741,0.049699108695652174,0.047603,-0.05326994565217391
20221128,-0.04384608602150537,-0.028466333333333337,-0.047087,-0.015379752688172037
20221219,0.193537,0.125763,0.080618,0.06777399999999997
20221226,0.08948774193548387,0.05456692473118279,0.080618,0.034920817204301076
20230130,0.029298677419354838,0.024140021505376346,0.022656,0.005158655913978492
20230227,-0.004246956989247314,-0.011961043010752685,-0.010737999999999994,0.007714086021505371
20230327,0.0029955851063829795,0.01324136170212766,-0.021489,-0.01024577659574468
20230424,0.008530894736842105,0.006525578947368419,-0.023844999999999998,0.0020053157894736866
20230529,0.0321534,0.01988037894736842,0.007181999999999999,0.012273021052631578
20230626,-0.05829412631578947,-0.023293526315789473,-0.012528000000000004,-0.0350006
20230731,-0.05529007291666666,-0.046196666666666664,-0.063601,-0.009093406249999998
20230828,-0.017182010416666664,0.014702721649484538,-0.0033119999999999964,-0.0318847320661512
20230925,0.002084865979381445,0.01845534020618557,-0.017069,-0.016370474226804124
20231030,0.03962196907216495,0.01918269072164949,0.01937300000000001,0.02043927835051546
20231127,-0.020809268041237117,-0.041954628865979386,-0.031114000000000003,0.02114536082474227
20231218,-0.137164,-0.10866900000000002,-0.201999,-0.028494999999999993
20231225,-0.1964628350515464,-0.2393761443298969,-0.201999,0.04291330927835049
20240129,0.13310620408163265,0.12365592857142857,0.119744,0.009450275510204081
20240226,0.04678243877551021,0.02316307142857143,0.019921000000000008,0.02361936734693878
20240325,-0.0009186224489795919,-0.005096520408163262,0.013522000000000003,0.00417789795918367
20240429,0.00195337755102041,0.004527163265306125,-0.024978,-0.002573785714285715
20240527,-0.06366674489795918,-0.0851927755102041,-0.0875,0.021526030612244923
20240624,-0.020965285714285714,0.0012995612244897962,0.0012789999999999954,-0.02226484693877551
20240729,-0.05025938775510204,-0.07129779591836735,-0.053154,0.021038408163265312
20240826,0.2612820816326531,0.2226290306122449,0.2191,0.0386530510204082
20240923,0.8999940000000001,1.283375,0.079267,-0.38338099999999986
20240930,0.08744784693877551,0.06781570408163265,0.079267,0.019632142857142862
20241028,0.00190560606060606,0.0585450505050505,0.01642100000000001,-0.056639444444444444
20241125,-0.016060464646464642,-0.060663212121212125,-0.035779,0.04460274747474748
20241216,-0.164703,-0.11534,-0.01628100000000001,-0.04936299999999999
20241230,0.0359580202020202,-0.003454020202020203,-0.01628100000000001,0.0394120404040404
20250127,0.07981361,0.13573865,0.07233700000000001,-0.055925039999999995
20250224,-0.02891034,-0.02603613,-0.006023999999999998,-0.0028742099999999986
20250324,-0.186214,-0.064745,-0.037119,-0.121469
20250331,-0.0250959898989899,-0.00958593,-0.037119,-0.0155100598989899
20250428,0.02541371,0.02584587,0.013870999999999998,-0.0004321600000000009
20250519,0.05263900000000001,0.058213999999999995,0.054160999999999994,-0.005574999999999983
20250526,0.03373326,0.06475093,0.054160999999999994,-0.031017669999999997
20250630,0.0561775,0.08819914000000001,0.047413,-0.03202164000000001
20250728,0.10785981,0.10066564,0.111773,0.00719417
20250825,-0.008672309999999997,0.042548300000000004,0.020320999999999995,-0.05122061
20250929,-0.017098920000000004,-0.02058602,-0.007649000000000003,0.0034870999999999965
20251020,-0.04599300000000001,0.14444200000000001,-0.021835,-0.19043500000000002
20251027,-0.01338924,-0.017188659999999998,-0.021835,0.003799419999999998
20251124,0.02272078,0.0485431,0.035943,-0.02582232
20251229,0.06544637,0.09814007999999999,0.08469199999999999,-0.03269370999999999
